epoch,train_total_nll,train_selection_score,train_market_nll,train_sector_nll,train_idio_nll,train_mse,train_market_mse,train_sector_mse,train_idio_mse,train_coverage_68,train_coverage_95,train_standardized_residual_mean,train_standardized_residual_std,val_total_nll,val_selection_score,val_market_nll,val_sector_nll,val_idio_nll,val_mse,val_market_mse,val_sector_mse,val_idio_mse,val_coverage_68,val_coverage_95,val_standardized_residual_mean,val_standardized_residual_std
1,0.5228605307509743,0.5245811122511498,0.5307180178943272,0.523998751035729,0.5214603783703652,1.0311268976402943,1.0854646812201842,1.0362117212123936,1.024230756325941,0.7719585469496233,0.9468894630920988,-0.005186449751548848,1.023912029872127,0.480296512444814,0.4557668884595235,0.33539292216300964,0.4953069527943929,0.47011612057685853,0.9519876877466837,0.682525630791982,0.976705547173818,0.9362521608670552,0.7624999841054281,0.9480874220530192,-0.005166225771730145,0.9794456322987874
2,0.5131189920822111,0.5037256969093864,0.4610836968024768,0.5155859509288705,0.5123865650952952,1.024041473747655,1.0625622297830057,1.0293069260578844,1.0174920385389474,0.7737737376090034,0.9475701562673575,-0.003883632942591905,1.013855291721082,0.4779329856236776,0.4534403761227926,0.33280317385991415,0.4933432102203369,0.46736039916674293,0.9476106762886047,0.6851280887921651,0.9720714092254639,0.931899638970693,0.7637978196144104,0.9481557329495748,-0.004093481251038611,0.9769160111745199
3,0.5053983311869988,0.4907722143742688,0.4250579318726823,0.5085911007724183,0.5048835531827311,1.0187748808467147,1.0518553867472085,1.023899547015448,1.0125475319906208,0.7750054753716488,0.9481374028880468,-0.0033047362239925476,1.005809578633933,0.4761248449484507,0.45131864547729494,0.32927494645118716,0.491601300239563,0.4655433138211568,0.9445035735766093,0.6890907327334086,0.968669859568278,0.9288507858912151,0.7647541085879008,0.9484972794850667,-0.0041324902597504355,0.9761068026224772
4,0.4983559152570857,0.47994979433770585,0.397416286962314,0.5022179561267085,0.4978585104746684,1.0145568392445294,1.0438368793648773,1.0195994372716706,1.008538190056296,0.7761561671107109,0.9485587886048024,-0.003112750090621835,1.0010001363285215,0.4746796290079753,0.44929198424021405,0.324519948164622,0.49039310216903687,0.4639714201291402,0.9422160347302755,0.6939012924830119,0.965991183121999,0.9267181038856507,0.764890710512797,0.9484972516695659,-0.003876147725774596,0.9761853535970052
5,0.4909948697640527,0.46897760043919706,0.3704318975494807,0.4954433347762839,0.4905651421224016,1.0111021598671193,1.038586368993315,1.016018790357253,1.005269338485927,0.7760751367027784,0.948858611429321,-0.0032651233798729877,0.9959355022609087,0.4734924674034119,0.4470874230066935,0.3177899956703186,0.4893846452236176,0.4627903163433075,0.9404558380444844,0.6967802127202352,0.9640535155932108,0.9249806602795919,0.7646175026893616,0.9482240239779155,-0.004265737068878176,0.9797039906183879
6,0.4833053202247242,0.45774900721725825,0.3434417525981242,0.4883940968251853,0.4828786707814236,1.0083667182769154,1.0333741536484575,1.0133193869786397,1.0025805394895821,0.7746732281212517,0.9487937966962882,-0.003492035439446959,0.9948254768587962,0.47234577536582945,0.4451893210411072,0.31252191464106244,0.488396155834198,0.46162288983662925,0.9394513090451558,0.7031641642252604,0.9627055883407593,0.924073314666748,0.7617486357688904,0.9467896143595378,-0.00461275145013739,0.9868956923484802
7,0.47432532934522603,0.44432481585666206,0.31055648083505333,0.4799031169179991,0.474206524972449,1.0060948973767425,1.030480279759847,1.0110040804094096,1.000372900976972,0.7717154355727972,0.9481373997059896,-0.0035432738731226237,0.9973956087822379,0.47137292424837746,0.44377738038698833,0.3091990729173025,0.48746044635772706,0.4606911381085714,0.938645335038503,0.7061687906583151,0.9616043488184611,0.9234357714653015,0.7548497319221497,0.9442622860272726,-0.004596273915376514,1.0019341588020325
8,0.46397040069132706,0.4292196057188116,0.2748115993649489,0.4699172914853145,0.46432876424864855,1.004305844075952,1.026371690818006,1.009259395238732,0.9986168156445645,0.7645032962124004,0.9465085927413586,-0.0034086763673727605,1.0071477659020869,0.4711020012696584,0.44685391585032147,0.3266176164150238,0.4871216138203939,0.4598985850811005,0.9382126053174337,0.7115909775098165,0.960720157623291,0.9232591311136882,0.7457650462786357,0.9394125779469807,-0.004255267217134436,1.0274192810058593
9,0.4514165229716044,0.4123917885098903,0.2397812930181129,0.45734634045262884,0.4525411928931617,1.0024821081199213,1.0232686413082814,1.007178370397514,0.9970930924936503,0.7556380294244949,0.9444908115513774,-0.0020869769028457478,1.0191299102121336,0.47047473390897115,0.4504871865113576,0.3487999121348063,0.4861280520757039,0.4588772475719452,0.9373999317487081,0.711608366171519,0.9596463123957316,0.9226797421773275,0.7391393582026163,0.9366803169250488,-0.0023959966686864695,1.0439408938090007
10,0.44111996233551676,0.39886034635465095,0.21282999848765544,0.4466974223773785,0.4431520866628808,1.0006257367794076,1.020953632320323,1.0049986077368525,0.9955754277143983,0.7522993785758686,0.9442882261768875,0.00011688035295804795,1.0203448434425237,0.46993600328763324,0.45244645277659096,0.3613155166308085,0.4856777509053548,0.45781494975090026,0.9370709180831909,0.7120792190233867,0.9592497666676839,0.9223920345306397,0.7352459152539571,0.9351092934608459,-0.0012226222393413384,1.050035826365153
11,0.4332879921085341,0.3903402466468745,0.2013310247344424,0.43890837634841345,0.4353994821270562,0.9993365258199416,1.0174776249101594,1.0036026750881366,0.9944656205189093,0.750459872815966,0.9447339137945208,0.0011030353363594145,1.0183610230227595,0.4738097886244456,0.4632084349791209,0.40181509653727215,0.4891979217529297,0.46082151929537457,0.9366759220759074,0.7118731419245402,0.9589311281840006,0.9219146172205607,0.7276639342308044,0.9311475197474162,-0.001673437189310789,1.0750895738601685
12,0.4274297970624708,0.3835836657485453,0.19079002511130072,0.43300686214621914,0.42974074184157973,0.9981197000315917,1.0147282270529574,1.0024257708585798,0.9932601128953904,0.7522102414942943,0.9461115203573158,5.76986035850457e-05,1.009721897641916,0.4721859951814016,0.4574297904968262,0.3784990529219309,0.48740769624710084,0.46008705894152324,0.936415429910024,0.7135928869247437,0.9588215867678325,0.9214369535446167,0.7286885221799214,0.9325136741002401,-0.002605181265001496,1.0701155106226603
