epoch,learning_rate,train_total_nll,train_selection_score,train_market_nll,train_sector_nll,train_idio_nll,train_mse,train_market_mse,train_sector_mse,train_idio_mse,train_coverage_68,train_coverage_95,train_standardized_residual_mean,train_standardized_residual_std,val_total_nll,val_selection_score,val_market_nll,val_sector_nll,val_idio_nll,val_mse,val_market_mse,val_sector_mse,val_idio_mse,val_coverage_68,val_coverage_95,val_standardized_residual_mean,val_standardized_residual_std
1,0.0002,0.5539015407172827,0.5598067910287908,0.5793376427641662,0.5592634252597293,0.5476918184964765,1.0688786913783381,1.121252410209185,1.0780976498914387,1.0579142766736191,0.7582869581607324,0.9431442273804547,-0.012460104108268763,1.0536464731692048,0.49110737442970276,0.47237552063805716,0.3748102699007307,0.5079302532332284,0.47816113914762226,0.9609615121568952,0.7164347512381417,0.99603784935815,0.9340366636003766,0.7558548109872001,0.9458723749433245,-0.011545952276459761,0.992444361959185
2,0.0002,0.5463448516143266,0.5525604110007034,0.5736184640688831,0.5515127834819612,0.5402677085725577,1.0596513632805116,1.1136633805354559,1.0684593129756204,1.0490427541842657,0.7618930129533661,0.9440977784589932,-0.011935867888245424,1.045092029047818,0.4872903823852539,0.46880259258406504,0.3725475030285971,0.5038572038922992,0.4745482759816306,0.9557059492383685,0.7120563813618251,0.9902357714516776,0.9292978388922555,0.7578600559915815,0.9468676618167332,-0.01101229792194707,0.9884892276355198
3,0.0002,0.540483720932505,0.5453753678907325,0.5613541275919003,0.5451151115340083,0.5351565950080425,1.053015427319624,1.1092788818489265,1.060937074411239,1.0432184295537101,0.7641191095861483,0.9448330860777628,-0.011575576435360644,1.04056461453743,0.4845293036528996,0.4662683606147766,0.37122075472559246,0.5008677542209625,0.47196771843092783,0.9517567413193839,0.709054172039032,0.9858695609228951,0.9257338557924543,0.7588846598352704,0.9473214319774083,-0.010463430280131953,0.9857972604887826
4,0.0002,0.53661047435698,0.54145749767072,0.556886262012883,0.5415836327422661,0.5309614152921753,1.0483765556027325,1.105407545002558,1.0563860544472308,1.0384662453785225,0.7652455689781333,0.9451805940665652,-0.01086244423655794,1.0369698934779676,0.48239425250462126,0.46435971770967754,0.3704908788204193,0.4985298386641911,0.4699887292725699,0.9486308353287833,0.7072059341839382,0.9823698316301618,0.9229394027165004,0.7598507063729423,0.9473799807684762,-0.009930327667721681,0.9838827422686985
5,0.0002,0.5340345777491088,0.5388227941986237,0.5546964319376108,0.5383468688724594,0.5290335616391558,1.044815681558112,1.101614587012768,1.0523596822574575,1.035378409909152,0.7666020333858495,0.9455381730734478,-0.010414505852133616,1.0347752228066425,0.48072912437575205,0.4628692609923227,0.3699287942477635,0.496690034866333,0.4684616582734244,0.9461495450564793,0.706232990537371,0.9795526436397007,0.9207434058189392,0.7605679205485752,0.9476434418133327,-0.009354723617434502,0.9826288138117109
6,0.0002,0.531530343747664,0.5365421976178839,0.5532854234354349,0.5359224282163141,0.5264129877792403,1.0419387701103398,1.1008962717229624,1.049419300500027,1.0324929065113488,0.7675706936161883,0.9456624140265778,-0.009911263563765114,1.0329496963354972,0.47941797545978,0.4617655192102705,0.36983313305037363,0.49526151163237436,0.467227109840938,0.9441745110920498,0.7054955533572606,0.9773369005748204,0.9189680133547101,0.7613583292279925,0.9479508144514901,-0.008846696732299668,0.981430879661015
7,0.0002,0.5297879879436795,0.5348611773738968,0.5526294219023865,0.5334545235357954,0.5253600649997264,1.0396209723267016,1.1011453198886076,1.0467500915541994,1.0304411622846792,0.7683311935821314,0.9460401417839179,-0.009268843497122703,1.0313561006625127,0.47837198206356596,0.46075201460293363,0.36904747997011456,0.49413045389311655,0.46625758920397076,0.9426147852625165,0.7046492355210441,0.9755258475031171,0.9176362667764936,0.7616217732429504,0.9481850181307111,-0.008404075101550137,0.9807332583836147
8,0.0002,0.5275882019394798,0.5331173261739142,0.5526788731721262,0.5313977330877301,0.5229422741832332,1.0376245903163095,1.0996637600724415,1.0447410159518764,1.0284402477576435,0.7684352812984327,0.94611400982324,-0.008946566595717373,1.0297283076715054,0.47752825702939716,0.4599396118095943,0.36842094148908344,0.49323680996894836,0.4654567411967686,0.9413300156593323,0.7038801312446594,0.9740867359297616,0.9164876937866211,0.7624121904373169,0.9482728498322623,-0.008125945127436094,0.9801153796059745
9,0.0002,0.5271629271785602,0.5318678120314251,0.5478375386227355,0.5310464209309005,0.5225902938623033,1.0367658525568,1.0963790585185342,1.0438283940675133,1.0277164085547374,0.769251169300177,0.9460905047178391,-0.008506240879690501,1.0288276080284373,0.47676282695361544,0.4592217377253941,0.3679425631250654,0.4924361194883074,0.46471716250692097,0.9401446751185826,0.7035484739712307,0.9727757487978254,0.9153999601091657,0.7626171112060547,0.9482435669217791,-0.007757666321205241,0.9795437966074262
10,0.0002,0.5258361467690085,0.5298999700403433,0.5437530093295599,0.5291341718074547,0.5219409024477372,1.0349954037073021,1.0973997839096565,1.0420697708955131,1.0258408087495041,0.7692914693036936,0.9462734925643151,-0.008361571680618993,1.0283865913390136,0.4760893029826028,0.45861226320266724,0.3676293322018215,0.49174065249306814,0.4640535031046186,0.9391344104494367,0.7033433147839138,0.9716815948486328,0.9144467115402222,0.7628219894000462,0.9483313986233303,-0.007447298616170883,0.9790569288390023
11,0.0002,0.5250556232284658,0.5297967700151316,0.5462678022037941,0.5286096810562086,0.5207945224693111,1.0334350429189187,1.0984188944513347,1.0405960076903906,1.0241079634724064,0.7699596134443132,0.9464212237598343,-0.007873063861724814,1.0272574816004045,0.47549405694007874,0.4580792188644409,0.3674032815865108,0.4911061780793326,0.46348493865558077,0.938172425542559,0.7032569476536342,0.9705768142427716,0.9135982053620475,0.7632025650569371,0.9484191962650844,-0.007120783839906965,0.9786182131086077
12,0.0002,0.5236731945583287,0.5285239973192757,0.5450748758198845,0.5275954714934764,0.5190375775510815,1.0325397281114468,1.0967595076109284,1.0392696301691726,1.0236689821305303,0.7703591766750514,0.9465773499018098,-0.0076822151105204305,1.026860164576656,0.47493575726236614,0.45749666009630474,0.3667849430016109,0.4904840588569641,0.4629921317100525,0.9373144422258649,0.7027901325907026,0.9695678693907601,0.9128789731434414,0.7633489455495562,0.9485216736793518,-0.006752898850079093,0.9782308765820095
