epoch,train_total_loss,val_total_loss,train_reconstruction_loss,val_reconstruction_loss,train_selection_score,val_selection_score,train_common_reconstruction_loss,val_common_reconstruction_loss,train_common_total_loss,val_common_total_loss,train_kl_loss,val_kl_loss,train_market_loss,val_market_loss,train_sector_loss,val_sector_loss,train_idio_loss,val_idio_loss
1,0.9924086436442504,0.9039701223373413,0.9924021428575219,0.9039545059204102,0.9934027841878814,0.9285383820533752,0.9925267307853776,0.8648757934570312,0.992533231572106,0.8648914098739624,0.006500656900681131,0.01563183031976223,0.9952454920775293,1.0624494552612305,0.9893208886031626,0.872574508190155,0.9956419554693806,0.8505911827087402
2,0.9720842316957605,0.8594936728477478,0.9719761956379185,0.8592711687088013,0.9713197425218714,0.8687858581542969,0.9781071524893856,0.8463552594184875,0.978215194717381,0.8465777635574341,0.10805162658490876,0.22250032424926758,0.9570427483939662,0.9159674048423767,0.9674635041931405,0.8448032140731812,0.9894529504184052,0.845586895942688
3,0.932951634584821,0.8247097134590149,0.9325834092850922,0.824211597442627,0.9280044304615951,0.8277676701545715,0.9517337274223602,0.8260906934738159,0.9521019496370123,0.8265888094902039,0.3682282233450319,0.49814313650131226,0.8780911046389477,0.8312954306602478,0.9259426197058943,0.8117505311965942,0.9799795721013971,0.8402572274208069
4,0.9118534507319555,0.810610294342041,0.9111693378792473,0.8097362518310547,0.9037601813776407,0.8126108050346375,0.9381749880877864,0.8153606057167053,0.938859099952306,0.8162346482276917,0.6841048776404461,0.8740354180335999,0.8313704115439174,0.8068265914916992,0.904610912808512,0.7953461408615112,0.9752992374232747,0.8356595635414124
5,0.9017570327275974,0.8019263744354248,0.9006585984687019,0.8006781339645386,0.8939060829594894,0.8032236099243164,0.9292186808836783,0.8087677359580994,0.9303171120574972,0.8100159764289856,1.0984397391486254,1.2482534646987915,0.8196278706379762,0.7915616631507874,0.8905294342075722,0.7846653461456299,0.9715609594583029,0.8334437608718872
6,0.8925151369420324,0.793948233127594,0.8911485794436049,0.7925478219985962,0.8847900642058746,0.7943630218505859,0.920929649364982,0.8035504817962646,0.9222962068634095,0.8049508929252625,1.3665542689306842,1.4003864526748657,0.8087722965449492,0.7750377655029297,0.8785737171329278,0.77562415599823,0.9670241667199511,0.8324272036552429
7,0.8839586318334587,0.7829166650772095,0.8824688467813608,0.7813611030578613,0.8745948729657761,0.7801690697669983,0.9156643721529987,0.7981227040290833,0.9171541602901732,0.7996782660484314,1.489784266270947,1.5555363893508911,0.7882073115492657,0.7424046993255615,0.8707708442832987,0.7672467827796936,0.9648064733081823,0.8308559060096741
8,0.8716103225114902,0.7681280374526978,0.8699852047398463,0.7664238214492798,0.8566279937225076,0.7558768391609192,0.9116009842563726,0.7957485318183899,0.9132261051130931,0.7974527478218079,1.6251208461155258,1.7042447328567505,0.7409951592860702,0.6720086932182312,0.8655975081397125,0.7666774988174438,0.9632913375546756,0.8289443850517273
9,0.8581058354547426,0.7556435465812683,0.8563464441089268,0.7538576722145081,0.8386185595346182,0.7400349974632263,0.9048655214359825,0.7896259427070618,0.9066249066116451,0.791411817073822,1.759393903585373,1.7858492136001587,0.69927154253043,0.6357229948043823,0.8575843978255951,0.7569922804832458,0.9589997660135191,0.8273897767066956
10,0.8464512832483877,0.7490411400794983,0.8446548301779303,0.7472271919250488,0.8241438034378079,0.7321774959564209,0.898261980397278,0.7853472232818604,0.9000584334677354,0.7871611714363098,1.796452859322455,1.8139489889144897,0.668240029899591,0.6203376650810242,0.8487469096247406,0.7515060901641846,0.9554444831293988,0.824688732624054
11,0.8397267057593901,0.7444302439689636,0.8379441747962344,0.7426481246948242,0.8165655560306436,0.7271540760993958,0.893536289934682,0.7818745374679565,0.8953188208978378,0.783656656742096,1.782525225732667,1.782129168510437,0.6546616032930506,0.6120525598526001,0.8425066852396045,0.7470734119415283,0.9525283728347729,0.8223363757133484
12,0.8342666158876677,0.7384817004203796,0.8324283477607354,0.7366043329238892,0.8113170088036457,0.7202011942863464,0.8884178363886431,0.7774393558502197,0.8902561045155755,0.7793167233467102,1.8382726957380555,1.8773565292358398,0.6491394023204978,0.5998036861419678,0.835784841104408,0.7420182228088379,0.9490267541116421,0.8187816739082336
13,0.8285851021358661,0.7336861491203308,0.8266881351474804,0.7317572236061096,0.8055959745693245,0.7167902588844299,0.8831880674929066,0.7717680931091309,0.8850850334931037,0.773697018623352,1.8969615799571837,1.928922176361084,0.6423850161943463,0.6011471152305603,0.829451215686559,0.7338032722473145,0.9449516769560349,0.8154204487800598
14,0.8195280245909361,0.7241395115852356,0.817538744179864,0.7220962643623352,0.7973293548068006,0.7060909867286682,0.8740922124386797,0.7643055319786072,0.8760814928497518,0.7663487792015076,1.9892802644344751,2.0432491302490234,0.6358626809527023,0.5836398005485535,0.8176428667938859,0.7248917818069458,0.9384825337622458,0.8097414374351501
15,0.8110613405487579,0.7136760354042053,0.8089729958683481,0.7115300297737122,0.7883654515655524,0.69511479139328,0.8670044000024406,0.7557394504547119,0.8690927436946617,0.7578854560852051,2.0883453174780797,2.1460304260253906,0.6229524829828252,0.5675937533378601,0.8086966835338965,0.7134307026863098,0.9334471469652397,0.8043197393417358
16,0.7992174710959401,0.7041497826576233,0.797041259552369,0.7019535303115845,0.7741089367066324,0.6835060715675354,0.8593864612043314,0.7506588697433472,0.8615626727479024,0.752855122089386,2.176213878588401,2.196228504180908,0.5947320856187105,0.5422536730766296,0.7990820072606368,0.7051170468330383,0.9285127398845304,0.8031474947929382
17,0.7873713403542515,0.6911852955818176,0.7851809222014674,0.6889756321907043,0.7589677092135314,0.6654319763183594,0.852958052663537,0.7453874349594116,0.8551484708163211,0.7475970983505249,2.190414046932703,2.209688663482666,0.5612638500408754,0.4972497224807739,0.7911818320096575,0.699059247970581,0.9244574378773697,0.7999869585037231
18,0.7774971035198793,0.6849874258041382,0.7752820079354588,0.6827454566955566,0.7461873091187884,0.6555156111717224,0.8474612902447708,0.7434268593788147,0.8496763858291912,0.7456688284873962,2.2151020881476984,2.2419891357421875,0.5331627372494122,0.470598965883255,0.7851484515529097,0.6992063522338867,0.9202507508943498,0.7967415452003479
19,0.7706712998699863,0.6799677014350891,0.768455155214895,0.677749514579773,0.7369525382936217,0.6466447710990906,0.8439308647390228,0.7435922026634216,0.8461470093941139,0.7458103895187378,2.21615013486212,2.218172311782837,0.5119291580113813,0.4427209794521332,0.7819539205390723,0.700206458568573,0.9169745147348751,0.7970069646835327
20,0.7673277129685402,0.6787852644920349,0.7650432596310787,0.6764768958091736,0.7337221174745293,0.6474806666374207,0.8408819920275311,0.7399775981903076,0.8431664453649926,0.742285966873169,2.284454014153795,2.308354377746582,0.5083168694305844,0.4529179036617279,0.7776251607369278,0.6951802968978882,0.9152243094216751,0.7943437695503235
21,0.7605857585684471,0.6743959784507751,0.758304817373821,0.6721184849739075,0.7260867200831002,0.6427054405212402,0.8364130352799631,0.7375677824020386,0.8386939764745892,0.7398452758789062,2.2809446586851063,2.277479648590088,0.4940209663859081,0.4431675374507904,0.7711442171731941,0.6900017261505127,0.9130949683629016,0.79494708776474
22,0.7553123577953205,0.6707675457000732,0.7529669058645876,0.6683540940284729,0.7214059608936118,0.6379091143608093,0.8313658801447849,0.7355849146842957,0.8337113320755177,0.737998366355896,2.345456261794865,2.4134440422058105,0.4901109582925682,0.4324531853199005,0.7635631547059022,0.6874058246612549,0.9105437511719049,0.7938684225082397
23,0.7505861924719435,0.6674377918243408,0.7482301062820317,0.6651344895362854,0.7171459155337222,0.6370549201965332,0.8269334897019339,0.7303426861763,0.8292895758918457,0.7326459884643555,2.356089868287157,2.3032867908477783,0.486213421127452,0.44082900881767273,0.7571005781700483,0.6793399453163147,0.9081237334208213,0.7909957766532898
24,0.7453029960261344,0.6673110127449036,0.7429164463915519,0.6649069786071777,0.7110946547681389,0.6381196975708008,0.823373534927183,0.7288792729377747,0.8257600845617656,0.7312833070755005,2.3865500807617535,2.4040071964263916,0.4749218280432054,0.4472115635871887,0.7521171376042842,0.6766022443771362,0.9062449878591591,0.7905452251434326
25,0.7371259775906018,0.6620956063270569,0.73466311954941,0.6596845388412476,0.7001481660454562,0.6348152756690979,0.8196785018794025,0.7224490642547607,0.8221413599205942,0.7248601317405701,2.4628572807204034,2.411076784133911,0.4487222488525181,0.450482040643692,0.7470098422502054,0.6669948101043701,0.9047124050572677,0.7869689464569092
26,0.725073830709253,0.6599523425102234,0.7226769969475881,0.6576181650161743,0.6842915566161342,0.6354467868804932,0.8139219224043236,0.717791736125946,0.8163187561659885,0.7201259136199951,2.3968385470043634,2.33418345451355,0.4116208244324502,0.4622384309768677,0.73988328108265,0.6596994996070862,0.9013705648876519,0.7844023108482361
27,0.7528681873166508,0.6687606573104858,0.7505704711142022,0.6663997173309326,0.7255174528959547,0.6433325409889221,0.8216645864644033,0.7258187532424927,0.8239623026668519,0.7281796932220459,2.297713382206511,2.3609588146209717,0.5232768947664562,0.4698270857334137,0.7496622299020029,0.671915590763092,0.9036132437084736,0.7882550358772278
28,0.7368169884618072,0.6596224308013916,0.734287152466772,0.6571389436721802,0.7028476708194672,0.6343226432800293,0.815920176122336,0.7181614637374878,0.8184500121173712,0.7206449508666992,2.52983053329258,2.4834611415863037,0.4650055067022465,0.45797204971313477,0.7411238937015433,0.6602290868759155,0.9024136371088086,0.7847667336463928
29,0.7214843858797156,0.6516863107681274,0.7189319352847191,0.6492371559143066,0.6831578669449698,0.6224680542945862,0.8076046935903655,0.7153874039649963,0.810157144185362,0.7178365588188171,2.5524510359696615,2.4491353034973145,0.42139042595162646,0.42701706290245056,0.731144426349103,0.6585878729820251,0.8969387880858264,0.7817992568016052
30,0.7101536140092896,0.6515944600105286,0.7076471331049159,0.6491542458534241,0.6683236550957,0.6248608231544495,0.8017626061788513,0.7126803994178772,0.804269087083225,0.7151206135749817,2.506481902010278,2.440192222595215,0.38764177861119203,0.44013693928718567,0.7246000113826602,0.6539660096168518,0.8927291793665132,0.7804795503616333
31,0.7047196494824386,0.6468278169631958,0.702217339071435,0.6443413496017456,0.6612251713793624,0.6195879578590393,0.7988916081404619,0.7091646194458008,0.8013939185514655,0.711651086807251,2.5023077624653016,2.486483335494995,0.3716509231323662,0.4311683773994446,0.721398872496192,0.6491450667381287,0.8906257038554151,0.7784505486488342
32,0.7021911171492033,0.6491373181343079,0.6996430885777317,0.6466094255447388,0.6589535326789951,0.6225152015686035,0.7959885053484246,0.7106134295463562,0.7985365339198963,0.7131413221359253,2.548023875213759,2.5279064178466797,0.37070758641368695,0.4372052252292633,0.7182782087256635,0.6503310203552246,0.8878748239990771,0.780009388923645
33,0.697452382452325,0.6517080664634705,0.6948843626565312,0.6491846442222595,0.6528917129011806,0.6258271336555481,0.7930672630047055,0.7113742232322693,0.7956352828004993,0.7138976454734802,2.568017065500953,2.5234134197235107,0.3580396652968847,0.4458830952644348,0.7154288658766047,0.6526427865028381,0.8852066194967755,0.7789554595947266
34,0.6907109049375945,0.642216145992279,0.6881340065563539,0.6396880149841309,0.6438685135951275,0.6126542687416077,0.7899378629478905,0.7072113156318665,0.792514761329131,0.7097394466400146,2.576895353719863,2.5281457901000977,0.3366191637537714,0.41375860571861267,0.7115711910590632,0.6483750939369202,0.883415210406114,0.7758291959762573
35,0.6835810447144113,0.650496244430542,0.6810026371281397,0.6479093432426453,0.6356316221854583,0.6278856992721558,0.7850075022826251,0.7068874835968018,0.7875859098688968,0.7094743847846985,2.5784104343758294,2.5869200229644775,0.32142715285627455,0.461709588766098,0.7053844192902472,0.6449156999588013,0.8800832744171105,0.7770317792892456
36,0.6836000076682279,0.6400030255317688,0.6809804860850457,0.6374048590660095,0.6367124538165184,0.6125070452690125,0.7837909415719773,0.7037792205810547,0.7864104631551595,0.706377387046814,2.6195184683153805,2.598151683807373,0.32734048133358223,0.42052051424980164,0.7033665039690699,0.641002893447876,0.8794303887342568,0.7759975790977478
37,0.6803584916361227,0.6451111435890198,0.677691752497021,0.642464280128479,0.6326103860002464,0.617974579334259,0.781906119783157,0.7080660462379456,0.7845728589222588,0.7107129096984863,2.666737730475124,2.646883964538574,0.3185745612889516,0.42847174406051636,0.7009992143474414,0.6456717252731323,0.8782574035260439,0.7797802686691284
38,0.6753397767378934,0.6467132568359375,0.6726545660398385,0.6440515518188477,0.6256556894390678,0.6221181750297546,0.7800617457593061,0.7066929936408997,0.7827469595424376,0.7093546986579895,2.685213006752684,2.6616833209991455,0.300870526990233,0.4442192018032074,0.6982574522422963,0.6428354978561401,0.8778391122528767,0.7792997360229492
39,0.6691045418616687,0.6329054832458496,0.666413937750684,0.6302340030670166,0.6190129064665215,0.601791262626648,0.7755905511260659,0.7030550241470337,0.7782811552370505,0.7057265043258667,2.690599824752684,2.6714820861816406,0.2896599421316055,0.3887881636619568,0.6913414883362924,0.6375035643577576,0.8760373112984722,0.7790820598602295
40,0.6673490542465021,0.6295020580291748,0.6646078351871523,0.6267387866973877,0.6167978908048677,0.5962899327278137,0.7744449292461351,0.703148603439331,0.7771861483054849,0.7059118747711182,2.741221319939798,2.7632572650909424,0.28519549445251774,0.3715181350708008,0.6900463474698265,0.63614821434021,0.875151840241583,0.7812034487724304
41,0.6588918426670239,0.6207978129386902,0.6561239795842925,0.6180465221405029,0.606416890628898,0.582305371761322,0.7698600323779642,0.7022443413734436,0.7726278954606957,0.7049956321716309,2.7678625630888916,2.751288890838623,0.26262277237591936,0.33002007007598877,0.683055163393896,0.6348685026168823,0.8735727604901892,0.782027542591095
42,0.6525073912140815,0.6165793538093567,0.6497229031594813,0.6138138175010681,0.5987655486937143,0.5781943202018738,0.7658209224919582,0.6990954279899597,0.7686054105465585,0.7018609642982483,2.784483870368615,2.7655344009399414,0.24737327076190405,0.3238849341869354,0.6778560662096057,0.6291372776031494,0.8710673168223251,0.7815606594085693
43,0.6432481632269301,0.613321840763092,0.6404470311115494,0.6105430126190186,0.5861403876309255,0.573314368724823,0.7618009368032277,0.6985012292861938,0.7646020689186084,0.7012800574302673,2.8011258971194626,2.7788143157958984,0.21664746007454622,0.3099903166294098,0.6729270729081523,0.627795398235321,0.868846615316219,0.7821573615074158
44,0.6367446830096247,0.6115245819091797,0.6339467416829635,0.6087517142295837,0.5792327698454218,0.5732218623161316,0.7569239807186752,0.6950274109840393,0.7597219220453363,0.6978002786636353,2.797938496006967,2.772862434387207,0.20546846366511923,0.3170103430747986,0.6659203857195507,0.6227652430534363,0.8663094668459709,0.7798899412155151
