epoch,train_total_loss,train_reconstruction_loss,train_selection_score,train_common_reconstruction_loss,train_common_total_loss,train_kl_loss,train_market_loss,train_sector_loss,train_idio_loss
1,1.0044211692404386,1.004410479252684,1.004227733130754,1.004899097503134,1.0049097847405664,0.010686086255737406,1.0028155383740558,1.0044353719056727,1.0054322524129184
2,0.9841826729578514,0.9840120406312399,0.9810885059463952,0.9913004616996584,0.9914710967765924,0.1706356853783861,0.9596081433230883,0.9849659326528591,0.9986914454730363
3,0.9704081973070366,0.9698548865301109,0.9661043176740386,0.9808919954918749,0.9814453090191231,0.553316773488183,0.9349992980867646,0.9693044182544315,0.9940092926327926
4,0.9653691265681018,0.9644642561652631,0.9606552209541277,0.9765465075624187,0.9774513807155799,0.9048803726287737,0.9272287113682005,0.9629870197630307,0.9917499381772201
5,0.9611642308688971,0.9602061730971333,0.9571827837865646,0.9720794162736492,0.9730374657944457,0.9580606029630137,0.9258484730809905,0.956632549331269,0.9890673041945321
6,0.9570764677509096,0.9559633056723822,0.9528297291613347,0.9686512161951402,0.9697643782736676,1.1131553800310603,0.9195499946594926,0.9518577315520278,0.9870814347146825
7,0.9503959120394261,0.949131647931988,0.9436995900614105,0.9655691735075804,0.9668334376150185,1.2642625849626867,0.8976980192075122,0.9478590215980018,0.985541730281167
8,0.9430426138291362,0.9416793520362926,0.9337060250390238,0.9621078820218263,0.9634711465649924,1.363270571873011,0.8739642252059144,0.9437016693051977,0.9834521934980958
9,0.9389664746482508,0.9375482990145254,0.9286563105521308,0.9595751620146896,0.9609933403987375,1.4181726059642041,0.8636201114730175,0.9405980364143548,0.981750802118828
10,0.9350495587687915,0.9335807463034675,0.9243583035451866,0.9564800217758431,0.9579488314908446,1.4688127577175918,0.8567919073641171,0.9366872567621684,0.9795957639566324
11,0.9315000126580154,0.9299050208984215,0.921231110618539,0.9527955264948905,0.9543905182544843,1.5949848407279181,0.8548370790120587,0.9314035755658029,0.9774526882790453
12,0.9272055396005758,0.9254976075247371,0.9173708331180976,0.9486329566254922,0.9503408914516535,1.7079309736470483,0.8516126094572649,0.9251255258950039,0.9753743759487374
13,0.920503668546161,0.9187934565389423,0.9081896529321457,0.9456864395155353,0.9473966542730765,1.7102153020190436,0.8293171264580367,0.921772369697271,0.9734794616957061
14,0.9126163021041579,0.9108462157486666,0.897326072171685,0.9421062759555495,0.9438763623110408,1.770088166578605,0.8031332343709323,0.9178302418695737,0.9710147384266761
15,0.9091136054160703,0.9072803815836175,0.8929737637433202,0.9399269802499866,0.9417602040824395,1.833215583118502,0.794210073152032,0.9151249567896836,0.9695862365353426
16,0.9028665592709977,0.900979416011131,0.8856939692332234,0.9356883481499438,0.9375754941601331,1.8871383287103896,0.7805334484740479,0.9095408093955075,0.9670076580381084
17,0.9010104760044155,0.8990755963858376,0.8853836470399732,0.9322174478539822,0.9341523274725603,1.9348837150114426,0.7868711983633282,0.9045870510811589,0.9646926852723378
18,0.8981084346599345,0.8960961954320346,0.8816749408422139,0.9301810304123288,0.9321932696402287,2.0122373005255745,0.7796449074662668,0.9027661782163635,0.96261369928492
19,0.8899391669546346,0.8879475984628371,0.8724199287652453,0.9245122520719059,0.9265038205637035,1.9915705535080077,0.7628464181387089,0.8952714123138009,0.9591419613438712
20,0.883734740451161,0.8817075419185311,0.8651483373927313,0.9202519384063055,0.9222791369389353,2.0271975232614574,0.7492406850421524,0.8899904802366393,0.95621381204766
21,0.8825331022177313,0.8804485485032899,0.8641644178230984,0.9187173795253146,0.920801933239756,2.0845483255283215,0.7494150137162157,0.8882104090502904,0.9548677710551706
22,0.8801419636544858,0.8779782153069758,0.8612815548209897,0.9168491019735082,0.9190128475706957,2.163749680385026,0.7443980593516316,0.886323058184051,0.9531235386333452
23,0.8790272186794295,0.8768317297197712,0.8601249603805734,0.91592767609051,0.9181231650501683,2.1954951470243733,0.7427468215422228,0.884969729180807,0.9526583272171433
24,0.8707875477898095,0.8685431238465285,0.8492545270627578,0.9116613738985481,0.9139057978418291,2.244422993904064,0.7179849175299856,0.880062690207489,0.9497159560034407
25,0.8704923250817874,0.868272649098749,0.8495035568586595,0.9106603657589083,0.9128800389916242,2.219671082651349,0.7208633648893691,0.8790288670250385,0.9486184166589914
