finalist_id,component_rmse_mean,temporal_roughness_ratio_mean,returns_volatility_ratio_mean,returns_correlation_difference_mean,val_selection_score,val_kl_loss,mean_posterior_std,plausibility_warning
1,0.011178029758150486,0.5470263128545867,0.793365494457842,0.31398100172135673,0.34342464804649353,4.490442752838135,0.009512632774809996,False
2,0.011175650971477852,0.5715913240080751,0.8520542366382354,0.32302523105476894,0.3690805733203888,4.377101898193359,0.009974185687800249,False
4,0.011392930305902776,0.5593578968000702,0.8235683867200382,0.33180111921002536,0.35985469818115234,4.4841814041137695,0.009963123438258966,False
