epoch,learning_rate,train_total_nll,train_selection_score,train_market_nll,train_sector_nll,train_idio_nll,train_mse,train_market_mse,train_sector_mse,train_idio_mse,train_coverage_68,train_coverage_95,train_standardized_residual_mean,train_standardized_residual_std,val_total_nll,val_selection_score,val_market_nll,val_sector_nll,val_idio_nll,val_mse,val_market_mse,val_sector_mse,val_idio_mse,val_coverage_68,val_coverage_95,val_standardized_residual_mean,val_standardized_residual_std
1,0.0002,0.5632995502793074,0.5728263373768657,0.6114669582744707,0.5651744651395568,0.5598190231253762,1.087281280958646,1.191991282937595,1.0889010695721482,1.0821710415164394,0.7564551958314676,0.9419408547704566,0.0028575489690041804,1.0615978914534665,0.4868357138974326,0.46719356945582796,0.37004538093294415,0.4995763599872589,0.477987676858902,0.9559308886528015,0.7403269750731332,0.9818340880530221,0.9372144000870841,0.7570403984614781,0.9478630082947868,0.0031344516069761346,0.9872826763561794
2,0.0002,0.5582862091720651,0.5672116602232696,0.6039610025500582,0.5595223662085104,0.555527544156706,1.0807762470235067,1.185024291679014,1.0828252743851219,1.0752523808111323,0.7587094057976589,0.942374350699102,0.0034643313705811103,1.0563291953952005,0.4845427870750427,0.4648398288658687,0.3674943063940321,0.4972239945616041,0.4757631889411381,0.9522591233253479,0.7349119356700352,0.9783685037067958,0.933394730091095,0.7587529335703168,0.9483899303844997,0.0035999023488589694,0.9844362991196769
3,0.0002,0.5574390229121197,0.5657192751708959,0.6001155359386047,0.5582977333907752,0.5551576690614641,1.0786566264038786,1.1780737377924335,1.0808743291845595,1.0731252187403613,0.7593410834066944,0.9428184702148067,0.0035301819800550526,1.0546998949354556,0.4827341777937753,0.463003192629133,0.36555403045245577,0.4954003691673279,0.4739739809717451,0.9493133340563092,0.7307003055300031,0.9755793298993792,0.9303344573293414,0.760509363242558,0.9487558773585728,0.003980826453438827,0.9820133873394558
4,0.0002,0.5530285295189489,0.5611205605706587,0.5935351773010867,0.5550073191595927,0.5496995418668759,1.0740754387536953,1.1737029486196593,1.0762558495168486,1.0685742200225092,0.7615563604423824,0.9433174290273618,0.004426228884945303,1.0498615485297882,0.4812599165099008,0.4615147241524288,0.3639675165925707,0.49396193453243803,0.4724674735750471,0.9469192538942609,0.7270579082625253,0.9733411584581647,0.9278265833854675,0.7614022152764457,0.9492242165974208,0.004301120926226888,0.9799825974873134
5,0.0002,0.5505193619231437,0.5566432695098008,0.5811852392510858,0.5520062706660915,0.5480102652385308,1.0700912430552747,1.162735350313408,1.0727096635846274,1.0643848479276596,0.7628409424088031,0.943835867718626,0.004044881331268447,1.0475246620963088,0.48003821287836346,0.46029547282627653,0.36272378052983967,0.4927730475153242,0.4712139666080475,0.9448931898389544,0.7243350063051496,0.9714623008455548,0.9256764820643834,0.7624853679112026,0.9493998629706246,0.0046511913117553505,0.9783974885940552
6,0.0002,0.548676538872706,0.5549733604345203,0.5796469106297202,0.5507385319654708,0.5455823721302823,1.0681472194239827,1.1606480734321276,1.0713719856526744,1.061839199908926,0.7629506435834326,0.9439632638171114,0.00438243800928013,1.0454457444367509,0.4789570655141558,0.45919324244771687,0.36149259975978304,0.49172963414873394,0.47009962797164917,0.9431495666503906,0.7219874347959246,0.9698623929704938,0.9238091366631644,0.7634075028555733,0.9495901550565448,0.00487108901143074,0.976995689528329
7,0.0002,0.5465390981369512,0.5540923060948825,0.5849567590632184,0.5478084320579422,0.5439891050264634,1.0653297589137884,1.162748710310144,1.0680289894455006,1.0593833607464176,0.7648031957330925,0.9446250262674742,0.004468945051551959,1.0434553095024468,0.47804151688303265,0.4582847399371011,0.36056991985866,0.4908559875828879,0.4691424880708967,0.9416769061769757,0.7200403468949454,0.9685262526784625,0.9222158363887242,0.7639344334602356,0.9498536246163505,0.005020852267209973,0.9757405434335981
8,0.0002,0.5432102246440171,0.5478496769763814,0.5644972220634166,0.5461849393036581,0.5395258616995824,1.0631168000259337,1.1491088605029995,1.0665881776256427,1.0567791999126215,0.7655675755084944,0.9447665784208439,0.00480387273987909,1.039623422167202,0.47724596517426626,0.4574808818953378,0.359712153673172,0.49007731676101685,0.4683325929301126,0.9403600948197501,0.7183770622525897,0.967317019190107,0.920803257397243,0.7646662507738385,0.9500585453850883,0.0051915027600313935,0.9746419702257428
9,0.0002,0.5427336643595214,0.5498350381979863,0.5779316803923955,0.5448025429628375,0.5394914019641783,1.0615685967194732,1.1516267052870213,1.0648245299370689,1.0553108204138066,0.7660594631450857,0.94491342544813,0.004853099789641319,1.039271221891713,0.4765264775071825,0.4567548249449049,0.35894058431897846,0.489374646118709,0.4675978720188141,0.9391899364335197,0.7168961082186017,0.9662361826215472,0.9195532628468105,0.765061480658395,0.9501170941761562,0.005372504836746624,0.9736738119806562
10,0.0002,0.5408161986343808,0.5461579115083265,0.5657295010666299,0.5438569243444472,0.5369451375697281,1.0602649328712508,1.1475761360049055,1.0637764321490357,1.0538429188458134,0.7665089026889605,0.9449948303389408,0.005093029075484629,1.0365442433231147,0.47589161566325594,0.4561620354652405,0.3584314797605787,0.4888307111603873,0.466867915221623,0.9381378974233355,0.7157057864325387,0.9653121062687465,0.9183775782585144,0.7656030484608242,0.9503952009337289,0.005460372394216912,0.9726853115218026
