generative_candidate_id,candidate_id,architecture,window_size,latent_dim,window_id,window_start,window_end,direction_id,seed,alpha,factor_mse_to_real,returns_mse_to_real,normalized_euclidean_distance,volatility_ratio,mean_abs_correlation_change,latent_step_distance,left_boundary_jump,right_boundary_jump
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,0.0,0.0002708421185815823,0.0005183573890552401,0.022767463386491698,0.20409785375408995,0.4657158041407736,,0.016006618958878487,0.013948401735009004
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,0.25,0.00027109086685407657,0.0005184869344949366,0.022770308177425636,0.2040408649214265,0.46701136091994216,0.00014492285254780136,0.016010092660144436,0.013980813048935186
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,0.5,0.00027135542881988496,0.0005186376890008022,0.022773618267653523,0.2041294175046568,0.4673890659911805,0.00014508435450042483,0.016013507773459425,0.01401235191927602
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,0.75,0.000271635438230586,0.0005188093529040676,0.022777386876111746,0.20436790935581917,0.46663488220616006,0.0001451899731696924,0.016016864042709737,0.014042871340643614
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,1.0,0.00027193047798596497,0.0005190016184669248,0.022781607021167858,0.20475924947079316,0.46496619124320204,0.00014524242050238084,0.01602016111088839,0.014072237617801875
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,6,314627,1.5,0.0002725637580855226,0.0005194465540842203,0.022791370166890364,0.20600480362777623,0.46177758258017354,0.0002904055441718574,0.01602657475693074,0.014127016145115098
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,0.0,0.0002708421185815823,0.0005183573890552401,0.022767463386491698,0.20409785375408995,0.4657158041407736,,0.016006618958878487,0.013948401735009004
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,0.25,0.0002709632213984493,0.0005185409475473498,0.02277149418785139,0.20475979920229795,0.4658949950469152,8.920046371751128e-05,0.01602045909530716,0.013932122720871121
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,0.5,0.00027109405330919526,0.0005187388462287849,0.022775839089455845,0.20546471532979718,0.46637651080986725,8.937385037806847e-05,0.016034233464840023,0.013916099350899458
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,0.75,0.00027123469085048074,0.0005189509943426347,0.02278049591959391,0.2062126708530258,0.4669064826233964,8.954915748962374e-05,0.016047940367813377,0.0139003821532242
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,1.0,0.00027138520882290983,0.0005191773437870643,0.022785463431474556,0.2070037115829425,0.46751247287299896,8.97271949548344e-05,0.016061579408415128,0.013885012369913359
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,7,314628,1.5,0.00027171621291119364,0.0005196726079760419,0.02279632882672212,0.20871511737927828,0.4695197822069871,0.00018000053426826313,0.016088646354910453,0.013855515148801107
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,0.0,0.0002708421185815823,0.0005183573890552401,0.022767463386491698,0.20409785375408995,0.4657158041407736,,0.016006618958878487,0.013948401735009004
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,0.25,0.0002706316824977732,0.0005186877653211835,0.022774717678188318,0.20418505491403763,0.4668152880722244,0.0001293080888407179,0.01601522697941012,0.013920148702648778
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,0.5,0.00027043754700410824,0.000519054604408852,0.022782769902030174,0.2043146541162924,0.4675177793141191,0.00012978442204450067,0.01602389450369325,0.01389264576913168
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,0.75,0.00027025998040871376,0.0005194576659882999,0.02279161393996265,0.20448397141976843,0.4676002094800258,0.00013024628744172292,0.016032621337702342,0.013865840155631304
3,94,gru_256_256,12,64,26,2020-12-02,2020-12-17,8,314629,1.0,0.0002700992541321881,0.0005198966813936552,0.02280124297913724,0.20469078499296714,0.46709075800204053,0.00013069612701160902,0.01604140756680863,0.013866600173059851
