epoch,train_total_nll,train_selection_score,train_market_nll,train_sector_nll,train_idio_nll,train_mse,train_market_mse,train_sector_mse,train_idio_mse,train_coverage_68,train_coverage_95,train_standardized_residual_mean,train_standardized_residual_std,val_total_nll,val_selection_score,val_market_nll,val_sector_nll,val_idio_nll,val_mse,val_market_mse,val_sector_mse,val_idio_mse,val_coverage_68,val_coverage_95,val_standardized_residual_mean,val_standardized_residual_std
1,0.5236802668614323,0.52950650652944,0.5510963787451661,0.5267662134875194,0.5196804115014021,1.031191526920987,1.0922329540676434,1.0363631002675635,1.0239850946860616,0.7733137948002389,0.9474313118668478,9.244907144280416e-05,1.0221090400689135,0.47087341121264864,0.450895939554487,0.3485984035900661,0.48714750153677805,0.45867503540856497,0.9322258574622018,0.7170988661902291,0.9636035902159554,0.9080187508038112,0.7675497531890869,0.9496633495603289,0.0008761537693707007,0.9702874166624886
2,0.5178536057650776,0.5207277450094923,0.5297137558370962,0.5209572811871841,0.5143544985780225,1.0253855557782139,1.0869358889293623,1.0299012047376743,1.018818472542289,0.775641456491877,0.9479665851152603,-2.2616352480513064e-05,1.0168092507335227,0.4685450366565159,0.44844592469079153,0.34554092798914227,0.48490341220583233,0.45628672412463595,0.9289839778627668,0.713793226650783,0.9603235636438642,0.904817921774728,0.7685743400028774,0.9499121819223676,0.0008335100802859026,0.9678361586162022
3,0.5141369671864445,0.5143346624319636,0.5114632387251719,0.5176653399862651,0.5106978063814294,1.021558577991758,1.083836658264004,1.0264819405760934,1.0145594590435132,0.7761472561510575,0.9484412710903528,-3.6634901874195146e-05,1.0136096032928719,0.46700804574148996,0.44679347957883564,0.3433707186153957,0.4833908336503165,0.4547463485172817,0.926859165940966,0.7124503765787397,0.9580797723361424,0.902785428932735,0.7696428554398673,0.9499707307134356,0.00103720450507743,0.9662292514528547
4,0.5106854388491249,0.5079791737507416,0.49258155792698644,0.5143528978525849,0.5076213486035109,1.0193861984218648,1.0763065701892718,1.0238291124552414,1.0130458761916064,0.777540252438439,0.9487309976928662,-0.0002764473531252918,1.010335670848281,0.46570820467812674,0.44522206272397724,0.34042301774024963,0.48229805486542837,0.4532947157110487,0.9254068221364703,0.7114610501698085,0.95649824823652,0.9014471939631871,0.769657484122685,0.9500585198402405,0.0006786475901857816,0.9659589018140521
5,0.5070735660422997,0.501082820113873,0.4715213924125618,0.5108942083876786,0.5044381117677903,1.0186870920021298,1.0809486186688861,1.0228064992817056,1.012492417217908,0.7769444175678316,0.9487015392205386,-0.00019578650431950213,1.0079935762921512,0.46435330169541494,0.44319547499929157,0.3352582923003605,0.48120454805237906,0.4518051402909415,0.9246343544551304,0.7110758168356759,0.9555710468973432,0.9008163980075291,0.7683987106595721,0.9494145257132394,0.00025314962424870046,0.9683456080300468
6,0.5015997358161214,0.4921915047149687,0.44690434388440664,0.506518996422492,0.4985037662062833,1.0184609655791144,1.0805251504323867,1.0230125709884594,1.0118404453061427,0.7761227016858441,0.9489143356286581,-0.0004806345728790007,1.0067907831279623,0.4626124245779855,0.4406710777963911,0.3292031969342913,0.4796444262777056,0.45002735938344685,0.9241034984588623,0.7113189356667655,0.9548660005841937,0.9004337361880711,0.7668179273605347,0.9492242591721671,0.00014424737310037017,0.9711857438087463
7,0.49501162167792906,0.47814381890337404,0.4010282670535032,0.49995673305382443,0.49319931360345687,1.0188834133650504,1.0768988153902341,1.023484959342869,1.0123479842425465,0.7732516058789928,0.9486344290624782,-0.0005338341890717101,1.006267314188134,0.46030391114098684,0.43721386790275574,0.3205377927848271,0.4776318541594914,0.4476345990385328,0.923934919493539,0.7122383628572736,0.9545835767473493,0.9003432648522514,0.7633782029151917,0.947628813130515,-0.000274248155100005,0.9799229332378933
8,0.487648678671046,0.46483035308982634,0.3628339546505237,0.4921310485093759,0.48732677796930896,1.0204381224696064,1.0797453825020278,1.024758406626958,1.014141132101915,0.7690693495634253,0.9481711859591175,-0.0006750161032816856,1.009109761883959,0.4575149416923523,0.4335178094250815,0.3128349355288914,0.47497583287102835,0.4448763941015516,0.9233798214367458,0.7129293595041547,0.9540797812598092,0.8996948514665876,0.758152825491769,0.9458723579134259,-0.0010009689680633268,0.9910755923816136
9,0.4794801384642073,0.45206025137165695,0.33149328781733556,0.4829682253684274,0.4809249001059958,1.0218041054737075,1.0829620180996549,1.0261543957935948,1.015415391770828,0.7638083854081091,0.9474935170953058,-0.0012344085809651946,1.0137324553100215,0.4553230404853821,0.4309290902955191,0.3086351049797876,0.47270660740988596,0.44282921722957064,0.9217941505568368,0.7111798184258598,0.9525875874928066,0.8980205995695931,0.7535714336803981,0.9445257612637111,-0.001323565495632855,1.001934017453875
10,0.47189988096951846,0.43970131310176325,0.29885860385593627,0.47529616182706264,0.4742716713006414,1.0214579145550073,1.066643397955673,1.025554433502201,1.0158554283726293,0.7623548361282615,0.9477423235766601,-0.0017109170584663697,1.01187319596053,0.4543711372784206,0.43028063433510916,0.30923127489430563,0.4718016471181597,0.4417784128870283,0.920299197946276,0.7101759569985526,0.9511229566165379,0.8964791212763105,0.7479069062641689,0.9421692064830235,-0.0009958739517190094,1.01640499489648
