candidate_id,architecture,latent_dim,window_size,learning_rate,family,hidden_dims,dropout,beta_kl,branch_loss_weights,best_epoch,best_validation_score,validation_branch_weighted_loss,validation_common_reconstruction_loss,validation_market_loss,validation_sector_loss,validation_idio_loss,validation_kl_loss,validation_total_loss,n_parameters,training_time_seconds,n_train_windows,n_validation_windows,checkpoint,history_path,market_hidden,sector_hidden,idio_hidden,fusion_hidden
37,single_gru_large,16,15,0.0005,single_branch,"[128, 128]",0.2,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",48,0.8009284734725952,0.8009284734725952,0.8421518206596375,0.7142172455787659,0.8453916311264038,0.8431763648986816,2.0347251892089844,0.8029631972312927,339549,54.15997019998031,2423,44,..\models\vae\candidates\candidate_037.pt,..\reports\figures\vae\training_curves\candidate_037.csv,,,,
104,multibranch_idio_large,24,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",49,0.8014024496078491,0.8014024496078491,0.8091824650764465,0.7850373387336731,0.7946138381958008,0.8245560526847839,2.445819616317749,0.8038482666015625,259693,50.180719600000884,2448,64,..\models\vae\candidates\candidate_104.pt,..\reports\figures\vae\training_curves\candidate_104.csv,[16],[64],"[128, 64]",128.0
84,multibranch_deep,16,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",48,0.802277684211731,0.802277684211731,0.8224865794181824,0.7597693204879761,0.8138505816459656,0.8332130908966064,2.3737759590148926,0.8046514391899109,127133,53.51698710001074,2448,64,..\models\vae\candidates\candidate_084.pt,..\reports\figures\vae\training_curves\candidate_084.csv,"[16, 16]","[64, 32]","[64, 32]",128.0
100,multibranch_idio_large,16,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.802611231803894,0.802611231803894,0.8112283945083618,0.7844853401184082,0.7999931573867798,0.8233551383018494,2.599029541015625,0.8052102327346802,254173,49.48644080001395,2448,64,..\models\vae\candidates\candidate_100.pt,..\reports\figures\vae\training_curves\candidate_100.csv,[16],[64],"[128, 64]",128.0
92,multibranch_deep,32,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",48,0.8033208847045898,0.8033208847045898,0.8182563185691833,0.7719050645828247,0.8069472908973694,0.8311102390289307,2.331218719482422,0.8056520819664001,135101,53.508731200010516,2448,64,..\models\vae\candidates\candidate_092.pt,..\reports\figures\vae\training_curves\candidate_092.csv,"[16, 16]","[64, 32]","[64, 32]",128.0
17,single_gru_medium,8,15,0.0005,single_branch,"[128, 64]",0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",45,0.8041228652000427,0.8041228652000427,0.8417568206787109,0.7249616980552673,0.8460462093353271,0.8413606882095337,2.32909893989563,0.8064519762992859,208205,43.75450590002583,2423,44,..\models\vae\candidates\candidate_017.pt,..\reports\figures\vae\training_curves\candidate_017.csv,,,,
108,multibranch_idio_large,32,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.8045617341995239,0.8045617341995239,0.8098443746566772,0.7934499382972717,0.795866072177887,0.8243691325187683,2.4487574100494385,0.8070104718208313,265213,49.19362859998364,2448,64,..\models\vae\candidates\candidate_108.pt,..\reports\figures\vae\training_curves\candidate_108.csv,[16],[64],"[128, 64]",128.0
21,single_gru_medium,16,15,0.0005,single_branch,"[128, 64]",0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",49,0.806121826171875,0.806121826171875,0.8442804217338562,0.7258571982383728,0.8504820466041565,0.8420261144638062,2.038461923599243,0.8081603050231934,210781,45.68580210005166,2423,44,..\models\vae\candidates\candidate_021.pt,..\reports\figures\vae\training_curves\candidate_021.csv,,,,
80,multibranch_deep,8,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.8094587922096252,0.8094587922096252,0.8290595412254333,0.768229603767395,0.8231028318405151,0.8370439410209656,2.556072235107422,0.8120148777961731,123149,53.4717621000018,2448,64,..\models\vae\candidates\candidate_080.pt,..\reports\figures\vae\training_curves\candidate_080.csv,"[16, 16]","[64, 32]","[64, 32]",128.0
9,single_gru_small,24,15,0.0005,single_branch,[64],0.0,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",49,0.8190221786499023,0.8190221786499023,0.8410579562187195,0.7726711630821228,0.8458241820335388,0.8385711312294006,2.3103187084198,0.8213325142860413,48749,16.037424699985422,2423,44,..\models\vae\candidates\candidate_009.pt,..\reports\figures\vae\training_curves\candidate_009.csv,,,,
96,multibranch_idio_large,8,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.8202903270721436,0.8202903270721436,0.8272961974143982,0.8055537939071655,0.815697968006134,0.8396191000938416,2.6034488677978516,0.8228937983512878,248653,49.3554848000058,2448,64,..\models\vae\candidates\candidate_096.pt,..\reports\figures\vae\training_curves\candidate_096.csv,[16],[64],"[128, 64]",128.0
13,single_gru_small,32,15,0.0005,single_branch,[64],0.0,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",49,0.8203656077384949,0.8203656077384949,0.843136191368103,0.7724688649177551,0.8465670347213745,0.842060923576355,2.4990618228912354,0.8228646516799927,51325,20.64310149999801,2423,44,..\models\vae\candidates\candidate_013.pt,..\reports\figures\vae\training_curves\candidate_013.csv,,,,
89,multibranch_deep,24,15,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.8215019702911377,0.8215019702911377,0.8361193537712097,0.7907552123069763,0.8364999890327454,0.8372505307197571,2.3243043422698975,0.823826253414154,131117,73.6430578000145,2423,44,..\models\vae\candidates\candidate_089.pt,..\reports\figures\vae\training_curves\candidate_089.csv,"[16, 16]","[64, 32]","[64, 32]",128.0
64,multibranch_medium,8,10,0.0005,multi_branch,,0.1,0.001,"(0.3333333333333333, 0.3333333333333333, 0.3333333333333333)",50,0.8227895498275757,0.8227895498275757,0.8317188620567322,0.804007351398468,0.8246315717697144,0.8397297859191895,2.298987627029419,0.8250885605812073,91981,30.948269499989692,2448,64,..\models\vae\candidates\candidate_064.pt,..\reports\figures\vae\training_curves\candidate_064.csv,[16],[64],[64],128.0
